Symbol,Text,Name,Date,Favorites,Retweets,Tweet Type,Hashtags,Mentions,Media Type
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Jus10,06/09/2020,0,0,Retweet,0,0,
TGT,"On Discount Store almost all were losers last week.
$DLTR $BIG $BJ $WMT $DG $COST $OLLI 
$PSMT $TGT

#StockPicks #successfultradings #stocks #Markets #Options #bourse #dax30
#wallstreet #MakeMoneyonline #trading #Trader #learntotrade #Finance #money https://t.co/SYm5oSN9UN",Successful Tradings 2,06/09/2020,0,0,Tweet,14,0,photo
TGT,"RT @Jollibeestocks : $CHWY - Bullish forever. I own a dog and this is a winner in the future too 
$GS - Had it on mine last week, banks doing well 
$WORK - Long term. Buying every dip. 
$FDX - I wanna see a dip before going in 
$TGT - Had it on my list for this week. Could be PEG
$CCL - Winner LT imo",Straw Hat Stocks,06/09/2020,0,0,Retweet,0,0,
TGT,"$CHWY - Bullish forever. I own a dog and this is a winner in the future too 
$GS - Had it on mine last week, banks doing well 
$WORK - Long term. Buying every dip. 
$FDX - I wanna see a dip before going in 
$TGT - Had it on my list for this week. Could be PEG
$CCL - Winner LT imo",JollibeeStocks,06/09/2020,7,3,Reply,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Frankles McKrankles,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Samuel Robinson,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Ricardo,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Ebuka,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Emily H,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",IJ,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Kevin Patel,06/09/2020,0,0,Retweet,0,0,
TGT,"With money flowing out of tech into other sectors, I put together a sector rotation options watchlist. Find your entries!
$NK $RL $AAL $ETH $VRA $IMAX $BAC $VIAC $PLAY $NCLH $DFS $DIS $ATH $LYV $DR $TGT $WHR $X $WY $SHW $GS $SIX $FUN $WMT $USCR $QSR $CCL $MGM $LUV $COST $EMN https://t.co/hjGUBWr7WG",Suburbanaces,06/09/2020,5,0,Tweet,0,0,photo
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Slim,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Straw Hat Stocks,06/09/2020,0,0,Retweet,0,0,
